1417411980,300
1417412400,300
1417415040,370
1417416600,370
1417498140,377
1417518240,378
1417518300,378
1417545780,378
1417546680,378
1417550520,378
1417585860,378
1417586880,378
1417631520,378
1417647300,378
1417830060,378
1418179320,398
1418355000,379
1418355960,350
1418936160,345
1420680240,360
1420685700,320
1420686240,300
1420692060,298
1420693980,270
1420700040,295
1420702920,297
1421120280,260
1421193660,200
1421206440,221
1421215740,220
1421220720,204
1421227320,115
1421227860,138
1421230020,164
1421236380,198
1421237100,126
1421243040,116
1421253720,180
1421261400,186
1421262300,186
1421262360,188
1421264280,188
1421264340,188
1421264400,170
1421294940,150
1421295000,150
1421295120,150
1421295360,150
1421352840,199
1421370600,209
1421371260,205
1421372940,203
1421375640,212
1421376360,190
1421376660,225
1421377440,205
1421379660,189
1421445060,205
1421448060,197
1421448660,206
1421459880,210
1421514000,195
1421514060,195
1421519460,188
1421519520,186
1421627760,210
1421627820,210
1421777580,215
1421781360,208
1421797860,217
1421797920,218
1421800800,219
1421800920,219
1421801580,224
1421881200,220
1421892000,225
1422035160,230
1422035280,230
1422035400,230
1422035460,230
1422035700,230
1422035820,230
1422036120,215
1422039060,215
1422043260,232
1422045540,235
1422059820,215
1422060540,216
1422121980,235
1422122040,240
1422122400,241
1422138420,250
1422138480,250
1422138660,250
1422138720,250
1422138960,250
1422139020,250
1422210360,248
1422241260,280
1422241980,285
1422242160,290
1422242220,289
1422247860,280
1422247920,280
1422247980,280
1422259380,299
1422277440,303
1422280980,300
1422281220,292
1422281820,284
1422282360,285
1422282540,285
1422282840,286
1422283800,277
1422284160,278
1422285240,280
1422285720,281
1422286140,281
1422286200,281
1422286500,278
1422286560,277
1422286620,275
1422287160,265
1422287460,269
1422287520,269
1422287760,269
1422288480,271
1422288540,272
1422288780,273
1422289260,273
1422289320,273
1422289380,273
1422289440,273
1422289740,272
1422291480,272
1422291600,274
1422292380,275
1422292560,275
1422292620,276
1422292800,276
1422294120,276
1422294480,275
1422295080,268
1422295380,270
1422296040,270
1422296100,270
1422296160,270
1422296220,270
1422296460,270
1422296520,270
1422296580,270
1422296760,269
1422297780,265
1422298020,264
1422298740,262
1422298800,262
1422299880,264
1422300000,264
1422300060,264
1422300240,265
1422300780,265
1422301140,266
1422301320,266
1422301380,267
1422301500,267
1422301800,267
1422302520,266
1422302880,266
1422303660,266
1422303840,268
1422304200,268
1422305100,268
1422305160,268
1422305820,269
1422306000,268
1422306060,268
1422306300,267
1422306660,267
1422306780,269
1422306900,269
1422306960,269
1422310560,273
1422310620,273
1422310920,274
1422311160,274
1422311220,274
1422312720,274
1422312780,274
1422312900,273
1422313020,270
1422313080,270
1422313140,270
1422313200,270
